Stationscode;Datum;"Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³";"Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³";"Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³";Luftqualitätsindex
DEHE005;"'27.07.2017 21:00'";14;24;36;gut
DEHE005;"'27.07.2017 22:00'";13;17;38;gut
DEHE005;"'27.07.2017 23:00'";12;12;39;gut
DEHE005;"'27.07.2017 24:00'";11;22;27;gut
DEHE005;"'28.07.2017 01:00'";11;29;24;gut
DEHE005;"'28.07.2017 02:00'";10;30;15;"sehr gut"
DEHE005;"'28.07.2017 03:00'";9;25;15;"sehr gut"
DEHE005;"'28.07.2017 04:00'";9;28;13;"sehr gut"
DEHE005;"'28.07.2017 05:00'";8;31;18;"sehr gut"
DEHE005;"'28.07.2017 06:00'";8;22;31;gut
DEHE005;"'28.07.2017 07:00'";8;16;40;gut
DEHE005;"'28.07.2017 08:00'";8;21;34;gut
DEHE005;"'28.07.2017 09:00'";8;21;32;gut
DEHE005;"'28.07.2017 10:00'";8;36;24;gut
DEHE005;"'28.07.2017 11:00'";9;44;21;gut
DEHE005;"'28.07.2017 12:00'";9;49;18;"sehr gut"
DEHE005;"'28.07.2017 13:00'";9;49;25;gut
DEHE005;"'28.07.2017 14:00'";9;54;22;gut
DEHE005;"'28.07.2017 15:00'";10;60;19;"sehr gut"
DEHE005;"'28.07.2017 16:00'";10;62;22;gut
DEHE005;"'28.07.2017 17:00'";10;61;23;gut
DEHE005;"'28.07.2017 18:00'";9;62;17;gut
DEHE005;"'28.07.2017 19:00'";9;58;22;gut
DEHE005;"'28.07.2017 20:00'";9;51;30;gut
DEHE005;"'28.07.2017 21:00'";9;42;39;gut
DEHE005;"'28.07.2017 22:00'";10;36;44;mäßig
DEHE005;"'28.07.2017 23:00'";10;12;57;mäßig
DEHE005;"'28.07.2017 24:00'";11;8;57;mäßig
DEHE005;"'29.07.2017 01:00'";11;6;51;mäßig
DEHE005;"'29.07.2017 02:00'";11;6;47;mäßig
DEHE005;"'29.07.2017 03:00'";12;4;47;mäßig
DEHE005;"'29.07.2017 04:00'";12;3;48;mäßig
DEHE005;"'29.07.2017 05:00'";12;9;43;mäßig
DEHE005;"'29.07.2017 06:00'";13;10;39;gut
DEHE005;"'29.07.2017 07:00'";13;9;42;mäßig
DEHE005;"'29.07.2017 08:00'";13;17;39;gut
DEHE005;"'29.07.2017 09:00'";13;17;42;mäßig
DEHE005;"'29.07.2017 10:00'";13;29;32;gut
DEHE005;"'29.07.2017 11:00'";13;47;29;gut
DEHE005;"'29.07.2017 12:00'";13;53;29;gut
DEHE005;"'29.07.2017 13:00'";13;60;28;gut
DEHE005;"'29.07.2017 14:00'";13;65;24;gut
DEHE005;"'29.07.2017 15:00'";13;62;22;gut
DEHE005;"'29.07.2017 16:00'";13;61;24;gut
DEHE005;"'29.07.2017 17:00'";12;61;21;gut
DEHE005;"'29.07.2017 18:00'";12;65;21;gut
DEHE005;"'29.07.2017 19:00'";12;64;25;gut
DEHE005;"'29.07.2017 20:00'";12;63;23;gut
DEHE005;"'29.07.2017 21:00'";12;57;30;gut
DEHE005;"'29.07.2017 22:00'";13;29;56;mäßig
DEHE005;"'29.07.2017 23:00'";13;18;72;mäßig
DEHE005;"'29.07.2017 24:00'";13;7;67;mäßig
DEHE005;"'30.07.2017 01:00'";14;6;58;mäßig
DEHE005;"'30.07.2017 02:00'";14;15;43;mäßig
DEHE005;"'30.07.2017 03:00'";13;17;40;gut
DEHE005;"'30.07.2017 04:00'";13;12;39;gut
DEHE005;"'30.07.2017 05:00'";13;7;38;gut
DEHE005;"'30.07.2017 06:00'";13;12;34;gut
DEHE005;"'30.07.2017 07:00'";13;5;42;mäßig
DEHE005;"'30.07.2017 08:00'";13;15;40;gut
DEHE005;"'30.07.2017 09:00'";13;32;30;gut
DEHE005;"'30.07.2017 10:00'";13;51;20;"sehr gut"
DEHE005;"'30.07.2017 11:00'";13;68;15;gut
DEHE005;"'30.07.2017 12:00'";12;61;10;gut
DEHE005;"'30.07.2017 13:00'";12;51;16;"sehr gut"
DEHE005;"'30.07.2017 14:00'";12;52;14;"sehr gut"
DEHE005;"'30.07.2017 15:00'";13;57;12;"sehr gut"
DEHE005;"'30.07.2017 16:00'";13;52;14;"sehr gut"
DEHE005;"'30.07.2017 17:00'";13;50;16;"sehr gut"
DEHE005;"'30.07.2017 18:00'";13;52;16;"sehr gut"
DEHE005;"'30.07.2017 19:00'";13;55;15;"sehr gut"
DEHE005;"'30.07.2017 20:00'";13;46;26;gut
DEHE005;"'30.07.2017 21:00'";13;47;24;gut
DEHE005;"'30.07.2017 22:00'";13;45;26;gut
DEHE005;"'30.07.2017 23:00'";12;38;28;gut
DEHE005;"'30.07.2017 24:00'";11;28;31;gut
DEHE005;"'31.07.2017 01:00'";10;20;33;gut
DEHE005;"'31.07.2017 02:00'";9;13;34;gut
DEHE005;"'31.07.2017 03:00'";9;15;26;gut
DEHE005;"'31.07.2017 04:00'";9;13;25;gut
DEHE005;"'31.07.2017 05:00'";8;7;30;gut
DEHE005;"'31.07.2017 06:00'";8;3;36;gut
DEHE005;"'31.07.2017 07:00'";8;4;40;gut
DEHE005;"'31.07.2017 08:00'";9;7;44;mäßig
DEHE005;"'31.07.2017 09:00'";9;11;41;mäßig
DEHE005;"'31.07.2017 10:00'";9;22;41;mäßig
DEHE005;"'31.07.2017 11:00'";10;36;35;gut
DEHE005;"'31.07.2017 12:00'";10;44;34;gut
DEHE005;"'31.07.2017 13:00'";10;56;28;gut
DEHE005;"'31.07.2017 14:00'";11;63;27;gut
DEHE005;"'31.07.2017 15:00'";11;64;26;gut
DEHE005;"'31.07.2017 16:00'";11;64;30;gut
DEHE005;"'31.07.2017 17:00'";12;64;38;gut
DEHE005;"'31.07.2017 18:00'";13;63;39;gut
DEHE005;"'31.07.2017 19:00'";14;59;40;gut
DEHE005;"'31.07.2017 20:00'";15;65;31;gut
DEHE005;"'31.07.2017 21:00'";15;58;36;gut
DEHE005;"'31.07.2017 22:00'";16;42;46;mäßig
DEHE005;"'31.07.2017 23:00'";17;24;53;mäßig
DEHE005;"'31.07.2017 24:00'";17;18;43;mäßig
DEHE005;"'01.08.2017 01:00'";18;21;40;gut
DEHE005;"'01.08.2017 02:00'";18;36;22;gut
DEHE005;"'01.08.2017 03:00'";19;49;14;"sehr gut"
DEHE005;"'01.08.2017 04:00'";19;68;6;gut
DEHE005;"'01.08.2017 05:00'";19;60;13;"sehr gut"
DEHE005;"'01.08.2017 06:00'";19;45;20;"sehr gut"
DEHE005;"'01.08.2017 07:00'";18;24;38;gut
DEHE005;"'01.08.2017 08:00'";17;17;46;mäßig
DEHE005;"'01.08.2017 09:00'";17;-;-;"sehr gut"
DEHE005;"'01.08.2017 10:00'";16;32;45;mäßig
DEHE005;"'01.08.2017 11:00'";15;34;47;mäßig
DEHE005;"'01.08.2017 12:00'";15;31;49;mäßig
DEHE005;"'01.08.2017 13:00'";15;42;49;mäßig
DEHE005;"'01.08.2017 14:00'";14;50;41;mäßig
DEHE005;"'01.08.2017 15:00'";14;77;29;gut
DEHE005;"'01.08.2017 16:00'";13;62;38;gut
DEHE005;"'01.08.2017 17:00'";13;43;55;mäßig
DEHE005;"'01.08.2017 18:00'";12;43;53;mäßig
DEHE005;"'01.08.2017 19:00'";11;38;53;mäßig
DEHE005;"'01.08.2017 20:00'";11;48;47;mäßig
DEHE005;"'01.08.2017 21:00'";10;52;48;mäßig
DEHE005;"'01.08.2017 22:00'";9;54;44;mäßig
DEHE005;"'01.08.2017 23:00'";8;35;50;mäßig
DEHE005;"'01.08.2017 24:00'";8;26;33;gut
DEHE005;"'02.08.2017 01:00'";8;16;39;gut
DEHE005;"'02.08.2017 02:00'";8;15;31;gut
DEHE005;"'02.08.2017 03:00'";7;18;21;gut
DEHE005;"'02.08.2017 04:00'";8;19;21;gut
DEHE005;"'02.08.2017 05:00'";8;24;23;gut
DEHE005;"'02.08.2017 06:00'";8;10;40;gut
DEHE005;"'02.08.2017 07:00'";10;5;47;mäßig
DEHE005;"'02.08.2017 08:00'";10;7;48;mäßig
DEHE005;"'02.08.2017 09:00'";11;11;46;mäßig
DEHE005;"'02.08.2017 10:00'";12;21;44;mäßig
DEHE005;"'02.08.2017 11:00'";12;38;38;gut
DEHE005;"'02.08.2017 12:00'";12;62;30;gut
DEHE005;"'02.08.2017 13:00'";13;77;30;gut
DEHE005;"'02.08.2017 14:00'";13;84;27;gut
DEHE005;"'02.08.2017 15:00'";13;87;31;gut
DEHE005;"'02.08.2017 16:00'";13;87;37;gut
DEHE005;"'02.08.2017 17:00'";13;82;37;gut
DEHE005;"'02.08.2017 18:00'";13;78;34;gut
DEHE005;"'02.08.2017 19:00'";13;75;37;gut
DEHE005;"'02.08.2017 20:00'";13;72;39;gut
DEHE005;"'02.08.2017 21:00'";14;53;52;mäßig
DEHE005;"'02.08.2017 22:00'";14;23;71;mäßig
DEHE005;"'02.08.2017 23:00'";15;15;62;mäßig
DEHE005;"'02.08.2017 24:00'";15;24;45;mäßig
DEHE005;"'03.08.2017 01:00'";16;20;51;mäßig
DEHE005;"'03.08.2017 02:00'";16;20;44;mäßig
DEHE005;"'03.08.2017 03:00'";17;20;39;gut
DEHE005;"'03.08.2017 04:00'";17;20;35;gut
DEHE005;"'03.08.2017 05:00'";17;19;33;gut
DEHE005;"'03.08.2017 06:00'";18;11;44;mäßig
DEHE005;"'03.08.2017 07:00'";18;4;54;mäßig
DEHE005;"'03.08.2017 08:00'";18;5;67;mäßig
DEHE005;"'03.08.2017 09:00'";18;16;61;mäßig
DEHE005;"'03.08.2017 10:00'";18;28;49;mäßig
DEHE005;"'03.08.2017 11:00'";19;38;44;mäßig
DEHE005;"'03.08.2017 12:00'";19;36;46;mäßig
DEHE005;"'03.08.2017 13:00'";20;42;41;mäßig
DEHE005;"'03.08.2017 14:00'";21;52;35;gut
DEHE005;"'03.08.2017 15:00'";21;73;27;gut
DEHE005;"'03.08.2017 16:00'";21;64;24;gut
DEHE005;"'03.08.2017 17:00'";21;55;22;gut
DEHE005;"'03.08.2017 18:00'";21;46;24;gut
DEHE005;"'03.08.2017 19:00'";21;45;20;gut
DEHE005;"'03.08.2017 20:00'";22;46;25;gut
DEHE005;"'03.08.2017 21:00'";21;46;33;gut
